Process,document_title,Text,label
SM2_2,Oesterreich Smart Metering,The prepayment function is realized via the central system.,1
SM2_2,Oesterreich Smart Metering,The terminal only acts as a switching device.,1
SM2_2,Oesterreich Smart Metering,The central system generates the shutdown command by comparing credits with consumption.,1
SM2_2,Oesterreich Smart Metering,The comparison of credits with actual consumption value should be made periodically.,1
SM2_2,Oesterreich Smart Metering,The basis is the daily readings.,1
SM2_2,Oesterreich Smart Metering,"A ""real-time monitoring"" is therefore not necessary.",1
SM2_2,Oesterreich Smart Metering,Shutdown may only be carried out in compliance with legal conditions.,1
SM2_2,Oesterreich Smart Metering,Each status change of the terminal must be displayed on the device and also create an entry in the logbook.,1
SM2_2,Oesterreich Smart Metering,There may be a corresponding customer information about the current balance from the central system to the customer.,1
SM2_2,Oesterreich Smart Metering,Credit or credit limit is consumed and shutdown time is within the legally allowed time window.,1
SM2_2,Oesterreich Smart Metering,"The supply of electrical energy is interrupted and the status of the breaker is displayed on the terminal, an entry in the logbook of the terminal is generated and the status is transmitted to the central system.",1
SM2_2,Oesterreich Smart Metering,"In this case, a terminal is enabled by a command via the service interface (WZ) the on-site (re) engagement.",0
SM2_2,Oesterreich Smart Metering,The activation takes place as follows: a) A release command is transmitted to the terminal via the service interface (WZ).,0
SM2_2,Oesterreich Smart Metering,"The terminal indicates this condition (e.g., READY) and an entry in the logbook is generated.",0
SM2_2,Oesterreich Smart Metering,This state is transmitted to the central system as ALARM or EVENT.,0
SM2_2,Oesterreich Smart Metering,b) From this time can be turned on directly on the control of the terminal.,0
SM2_2,Oesterreich Smart Metering,"The terminal must indicate this status change (e.g., CONNECTED). An entry in the logbook is generated.",0
SM2_2,Oesterreich Smart Metering,This state is transmitted to the central system as an ALARM or EVENT when the transmission link (WAN) is available.,0
SM2_2,Oesterreich Smart Metering,The operating limit of the meter is set by the control panel. Optionally this is possible for both energy directions.,0
SM2_2,Oesterreich Smart Metering,"Change requirement threshold of the power limitation, for example due to contract adjustments.",0
SM2_2,Oesterreich Smart Metering,"New threshold set, EVENT sent to the central system and logbook entry made on the meter.",0
SM2_2,Oesterreich Smart Metering,The integration time of the counter for determining the power related to the power limitation is set by the control panel.,0
SM2_2,Oesterreich Smart Metering,The active power limit value of the meter must be able to be set locally via the service interface (WZ) of the meter. Optionally this is possible for both energy directions.,0
SM2_2,Oesterreich Smart Metering,A logbook entry is generated. This state is transmitted to the central system as an ALARM or EVENT when the transmission link (WAN) is available.,0
SM2_2,Oesterreich Smart Metering,The integration time of the counter can be set locally via the service interface (WZ).,0
SM2_2,Oesterreich Smart Metering,"For reasons of data protection law, the display of consumption time series, for example: load profile on the display via the call button, is only permitted in special cases. It must be possible to activate or deactivate the display of the consumption time series via the meter's WAN interface. The status is to be transmitted to the central system as ALARM or EVENT and entered in the logbook. In the basic setting of the meter, the display of the consumption time series must always be deactivated.",0
SM2_2,Oesterreich Smart Metering,"Whether the display of the consumption time series, for example: load profile is active or inactive, is decided by the customer. He informs the NB (via web portal, via the call center, letter, ...). A synchronization of the device setting with respect to consumption time series display is usefully 1 - 2 times a day",0
SM2_2,Oesterreich Smart Metering,(Customer should not be able to change the setting for load profile display every minute).,0
SM2_2,Oesterreich Smart Metering,"When the consumption time series display is activated, the customer has the option to view the load profile for the last 60 days directly on the meter display. Unless it is in the course of a customer change to a new customer, based on the plant. Then a 60-day deactivation of the consumption time series display for data protection reasons is necessary.",0
